tahun;unit;kegiatan;no_urut;nama;val01;val02;val03;val04;val05;val06;val07;val08;val09;val10;val11;val12
"2015";"1.01.01";"0.00.00.21";1;"Belanja Tidak Langsung SKPD 1.01.01";;;;"Baru";;;;"5.1";0,00;837489299791,00;837489299791,00;837489299791,00;837489299791,00;0,00;"DAU";;;;;;;;;;;;;;;;30/9/2014 0:00:00;22/12/2014 0:00:00;;;64422253830,00;64422253830,00;64422253830,00;64422253830,00;64422253830,00;64422253830,00;128844507661,00;64422253830,00;64422253830,00;64422253830,00;64422253830,00;64422253830,00;;;;;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;;
"2015";"1.01.01";"0.00.01.02";1;"Penyediaan jasa komunikasi, sumber daya air dan listrik";"Kab. Tangerang";;;"Baru";;;;"5.2";0,00;281000000,00;281000000,00;281000000,00;281000000,00;0,00;"PAD";;;;;;;;;;;;;;;;;;;;0,00;0,00;84000000,00;0,00;0,00;84000000,00;0,00;0,00;84000000,00;0,00;0,00;84000000,00;;;;;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;;
"2015";"1.01.01";"0.00.01.08";1;"Penyediaan jasa kebersihan kantor";"Kabupaten Tangerang";"TATY PURNATY,S.Pd";"Pejabat Pelaksana Teknis Kegiatan";"Baru";;;;"5.2";0,00;265485600,00;265485600,00;265485600,00;265485600,00;0,00;"PAD";;;;;;;;;;;;;;;;;;;;5000000,00;5000000,00;5000000,00;5000000,00;5000000,00;5000000,00;5000000,00;5000000,00;5000000,00;5000000,00;5000000,00;5000000,00;;;;;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;;
"2015";"1.01.01";"0.00.01.10";1;"Penyediaan alat tulis kantor";"Kabupaten Tangerang";"TATY PURNATY,S.Pd";"Pejabat Pelaksana Teknis Kegiatan";"Baru";;;;"5.2";0,00;195532100,00;195532100,00;195532100,00;195532100,00;0,00;"PAD";;;;;;;;;;;;;;;;;;;;0,00;500000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;;
"2015";"1.01.01";"0.00.01.11";1;"Penyediaan barang cetakan dan penggandaan";"Kabupaten Tangerang";"TATY PURNATY,S.Pd";"Pejabat Pelaksana Teknis Kegiatan";"Baru";;;;"5.2";0,00;555858200,00;555858200,00;555858200,00;555858200,00;0,00;"PAD";;;;;;;;;;;;;;;;;;;;0,00;0,00;23300000,00;0,00;0,00;23300000,00;0,00;0,00;23300000,00;0,00;475000,00;23300000,00;;;;;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;;
"2015";"1.01.01";"0.00.01.12";1;"Penyediaan komponen instalasi listrik/penerangan bangunan kantor";"Kabupaten Tangerang";"TATY PURNATY,S.Pd";"Pejabat Pelaksana Teknis Kegiatan";"Baru";;;;"5.2";0,00;33690000,00;33690000,00;33690000,00;33690000,00;0,00;"PAD";;;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;;
"2015";"1.01.01";"0.00.01.13";1;"Penyediaan peralatan dan perlengkapan kantor";"Kabupaten Tangerang";"";"";"Baru";;;;"5.2";0,00;1789046000,00;1789046000,00;1789046000,00;1789046000,00;0,00;"PAD";;;;;;;;;;;;;;;;;;;;0,00;740072000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;;
"2015";"1.01.01";"0.00.01.15";1;"Penyediaan bahan bacaan dan peraturan perundang-undangan";"Kab. Tangerang";;;"Baru";;;;"5.2";56200000,00;262232000,00;262232000,00;262232000,00;262232000,00;0,00;"PAD";;;;;;;;;;;;;;;;;;;;0,00;0,00;44950000,00;0,00;29100000,00;15000000,00;0,00;0,00;44100000,00;0,00;36000000,00;8100000,00;;;;;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;;
"2015";"1.01.01";"0.00.01.17";1;"Penyediaan makanan dan minuman";"Kabupaten Tangerang";"TATY PURNATY,S.Pd";"Pejabat Pelaksana Teknis Kegiatan";"Baru";;;;"5.2";0,00;260520000,00;260520000,00;260520000,00;260520000,00;0,00;"PAD";;;;;;;;;;;;;;;;;;;;0,00;9900000,00;0,00;9900000,00;0,00;0,00;9900000,00;0,00;0,00;9900000,00;0,00;0,00;;;;;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;;
"2015";"1.01.01";"0.00.01.18";1;"Rapat-rapat kordinasi dan konsultasi ke luar daerah";"KAB. TANGERANG";;;"Baru";;;;"5.2";0,00;1650600000,00;1650600000,00;1650600000,00;1650600000,00;0,00;"PAD";;;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;;
